SRG_type	domains	HTR	middle_position	HTR_full	HTR_size	shortest_distance	shortest_distance_relative_size
DUF3723	IPR022198	IBT15452:HTR111	29620	Pcanescens.IBT15452_JAQKAC010000017:0-208263	208263	29620	0.142224
DUF3723	IPR022198	IBT15452:HTR111	192782	Pcanescens.IBT15452_JAQKAC010000017:0-208263	208263	15481	0.0743339
DUF3723	IPR022198	IBT15452:HTR112	15007.5	Pcanescens.IBT15452_JAQKAC010000018:0-352823	352823	15007.5	0.0425355
DUF3723	IPR022198	IBT15452:HTR112	87400.5	Pcanescens.IBT15452_JAQKAC010000018:0-352823	352823	87400.5	0.247718
DUF3723	IPR022198	IBT15452:HTR113	233942	Pcanescens.IBT15452_JAQKAC010000019:0-239425	239425	5483	0.0229007
DUF3723	IPR022198	IBT15452:HTR114	20665.5	Pcanescens.IBT15452_JAQKAC010000020:0-117000	117000	20665.5	0.176628
DUF3435	IPR011010,IPR013087,IPR021842	IBT15452:HTR114	70807.5	Pcanescens.IBT15452_JAQKAC010000020:0-117000	117000	46192.5	0.394808
DUF3723	IPR022198	IBT15452:HTR118	32367.5	Pcanescens.IBT15452_JAQKAC010000021:0-177596	177596	32367.5	0.182254
MYB/SANT	IPR001005,IPR009057	IBT15452:HTR118	81696.5	Pcanescens.IBT15452_JAQKAC010000021:0-177596	177596	81696.5	0.460013
MYB/SANT	IPR001005,IPR009057	IBT15452:HTR12	3438.5	Pcanescens.IBT15452_JAQKAC010000003:3255000-3672962	417962	3438.5	0.00822682
DUF3723	IPR022198	IBT15452:HTR12	301490	Pcanescens.IBT15452_JAQKAC010000003:3255000-3672962	417962	116472	0.278666
DUF3435	IPR021842	IBT15452:HTR13	243904	Pcanescens.IBT15452_JAQKAC010000004:0-2282548	2282548	243904	0.106856
DUF3723	IPR022198	IBT15452:HTR13	260909	Pcanescens.IBT15452_JAQKAC010000004:0-2282548	2282548	260909	0.114306
DUF3723	IPR022198	IBT15452:HTR13	457218	Pcanescens.IBT15452_JAQKAC010000004:0-2282548	2282548	457218	0.20031
DUF3435	IPR011010,IPR013087,IPR021842	IBT15452:HTR13	491268	Pcanescens.IBT15452_JAQKAC010000004:0-2282548	2282548	491268	0.215228
DUF3723	IPR022198	IBT15452:HTR13	528599	Pcanescens.IBT15452_JAQKAC010000004:0-2282548	2282548	528599	0.231583
DUF3723	IPR022198	IBT15452:HTR13	663931	Pcanescens.IBT15452_JAQKAC010000004:0-2282548	2282548	663931	0.290873
DUF3723	IPR022198	IBT15452:HTR13	1.10192e+06	Pcanescens.IBT15452_JAQKAC010000004:0-2282548	2282548	1.10192e+06	0.482759
DUF3435	IPR011010,IPR013087,IPR021842	IBT15452:HTR13	1.34342e+06	Pcanescens.IBT15452_JAQKAC010000004:0-2282548	2282548	939128	0.411438
DUF3723	IPR022198	IBT15452:HTR13	1.55831e+06	Pcanescens.IBT15452_JAQKAC010000004:0-2282548	2282548	724238	0.317294
DUF3435	IPR021842	IBT15452:HTR13	1.56934e+06	Pcanescens.IBT15452_JAQKAC010000004:0-2282548	2282548	713208	0.312461
DUF3723	IPR022198	IBT15452:HTR13	2204641	Pcanescens.IBT15452_JAQKAC010000004:0-2282548	2282548	77907	0.0341316
DUF3435	IPR011010,IPR013087,IPR021842	IBT15452:HTR17	90471.5	Pcanescens.IBT15452_JAQKAC010000005:1591000-2339000	748000	90471.5	0.120951
DUF3723	IPR022198	IBT15452:HTR17	410054	Pcanescens.IBT15452_JAQKAC010000005:1591000-2339000	748000	337946	0.451799
MYB/SANT	IPR001005,IPR009057	IBT15452:HTR17	652222	Pcanescens.IBT15452_JAQKAC010000005:1591000-2339000	748000	95778	0.128045
DUF3435	IPR011010,IPR013087,IPR021842	IBT15452:HTR18	8484.5	Pcanescens.IBT15452_JAQKAC010000005:2606000-3421000	815000	8484.5	0.0104104
DUF3723	IPR022198	IBT15452:HTR18	416196	Pcanescens.IBT15452_JAQKAC010000005:2606000-3421000	815000	398804	0.48933
MYB/SANT	IPR001005,IPR009057	IBT15452:HTR18	807280	Pcanescens.IBT15452_JAQKAC010000005:2606000-3421000	815000	7720	0.00947239
DUF3435	IPR013087,IPR021842	IBT15452:HTR2	87813	Pcanescens.IBT15452_JAQKAC010000002:0-1723977	1723977	87813	0.0509363
DUF3723	IPR022198	IBT15452:HTR2	407872	Pcanescens.IBT15452_JAQKAC010000002:0-1723977	1723977	407872	0.236588
DUF3723	IPR022198	IBT15452:HTR2	727688	Pcanescens.IBT15452_JAQKAC010000002:0-1723977	1723977	727688	0.422098
MYB/SANT	IPR001005,IPR009057	IBT15452:HTR2	1151927	Pcanescens.IBT15452_JAQKAC010000002:0-1723977	1723977	572050	0.33182
DUF3435	IPR011010,IPR013087,IPR021842	IBT15452:HTR2	1.25449e+06	Pcanescens.IBT15452_JAQKAC010000002:0-1723977	1723977	469487	0.272328
MYB/SANT	IPR001005,IPR009057	IBT15452:HTR2	1.31731e+06	Pcanescens.IBT15452_JAQKAC010000002:0-1723977	1723977	406667	0.235889
DUF3723	IPR022198	IBT15452:HTR2	1.55396e+06	Pcanescens.IBT15452_JAQKAC010000002:0-1723977	1723977	170017	0.0986191
DUF3723	IPR022198	IBT15452:HTR2	1.70879e+06	Pcanescens.IBT15452_JAQKAC010000002:0-1723977	1723977	15187	0.00880928
DUF3435	IPR021842	IBT15452:HTR28	3203	Pcanescens.IBT15452_JAQKAC010000006:1029000-1426000	397000	3203	0.00806801
DUF3723	IPR022198	IBT15452:HTR28	50291.5	Pcanescens.IBT15452_JAQKAC010000006:1029000-1426000	397000	50291.5	0.126679
DUF3723	IPR022198	IBT15452:HTR28	149220	Pcanescens.IBT15452_JAQKAC010000006:1029000-1426000	397000	149220	0.375869
MYB/SANT	IPR001005,IPR009057	IBT15452:HTR38	125874	Pcanescens.IBT15452_JAQKAC010000006:4424000-4592878	168878	43004	0.254645
MYB/SANT	IPR001005,IPR009057	IBT15452:HTR39	50271	Pcanescens.IBT15452_JAQKAC010000007:0-102000	102000	50271	0.492853
DUF3435	IPR013087,IPR021842	IBT15452:HTR46	27137	Pcanescens.IBT15452_JAQKAC010000008:1616000-1698892	82892	27137	0.327378
DUF3723	IPR022198	IBT15452:HTR47	274928	Pcanescens.IBT15452_JAQKAC010000009:0-1358787	1358787	274928	0.202333
DUF3723	IPR022198	IBT15452:HTR47	963028	Pcanescens.IBT15452_JAQKAC010000009:0-1358787	1358787	395759	0.291259
DUF3435	IPR011010,IPR013087,IPR021842	IBT15452:HTR47	1.09583e+06	Pcanescens.IBT15452_JAQKAC010000009:0-1358787	1358787	262957	0.193523
DUF3723	IPR022198	IBT15452:HTR47	1.34579e+06	Pcanescens.IBT15452_JAQKAC010000009:0-1358787	1358787	12997	0.00956515
DUF3435	IPR013087,IPR021842	IBT15452:HTR55	143151	Pcanescens.IBT15452_JAQKAC010000010:850000-1102000	252000	108849	0.43194
DUF3723	IPR022198	IBT15452:HTR55	162716	Pcanescens.IBT15452_JAQKAC010000010:850000-1102000	252000	89284	0.354302
MYB/SANT	IPR001005,IPR009057	IBT15452:HTR59	34392.5	Pcanescens.IBT15452_JAQKAC010000010:2749000-3254324	505324	34392.5	0.0680603
MYB/SANT	IPR001005,IPR009057	IBT15452:HTR59	180238	Pcanescens.IBT15452_JAQKAC010000010:2749000-3254324	505324	180238	0.356678
DUF3723	IPR022198	IBT15452:HTR59	473491	Pcanescens.IBT15452_JAQKAC010000010:2749000-3254324	505324	31833	0.0629952
DUF3723	IPR022198	IBT15452:HTR73	13399.5	Pcanescens.IBT15452_JAQKAC010000011:5378000-5538000	160000	13399.5	0.0837469
DUF3435	IPR021842	IBT15452:HTR74	61952	Pcanescens.IBT15452_JAQKAC010000011:5764000-5937000	173000	61952	0.358104
DUF3723	IPR022198	IBT15452:HTR74	67391	Pcanescens.IBT15452_JAQKAC010000011:5764000-5937000	173000	67391	0.389543
DUF3435	IPR021842	IBT15452:HTR8	39820.5	Pcanescens.IBT15452_JAQKAC010000003:1057000-1177000	120000	39820.5	0.331838
DUF3723	IPR022198	IBT15452:HTR8	60526.5	Pcanescens.IBT15452_JAQKAC010000003:1057000-1177000	120000	59473.5	0.495613
DUF3723	IPR022198	IBT15452:HTR81	95481.5	Pcanescens.IBT15452_JAQKAC010000012:1553000-1670000	117000	21518.5	0.183919
DUF3435	IPR011010,IPR013087,IPR021842	IBT15452:HTR91	112412	Pcanescens.IBT15452_JAQKAC010000012:5071000-5778111	707111	112412	0.158974
DUF3723	IPR022198	IBT15452:HTR91	573828	Pcanescens.IBT15452_JAQKAC010000012:5071000-5778111	707111	133283	0.18849
DUF3723	IPR022198	IBT15452:HTR91	702220	Pcanescens.IBT15452_JAQKAC010000012:5071000-5778111	707111	4891	0.00691688
MYB/SANT	IPR001005,IPR009057	IBT15452:HTR92	201064	Pcanescens.IBT15452_JAQKAC010000013:0-391149	391149	190085	0.485966
DUF3723	IPR022198	IBT15452:HTR92	353940	Pcanescens.IBT15452_JAQKAC010000013:0-391149	391149	37209	0.0951274
DUF3723	IPR022198	IBT18980:HTR102	38420	Pcanescens.IBT18980_JAQJZO010000017:1999000-2110000	111000	38420	0.346126
MYB/SANT	IPR001005,IPR009057	IBT18980:HTR110	119642	Pcanescens.IBT18980_JAQJZO010000017:4706000-4866942	160942	41300	0.256614
DUF3723	IPR022198	IBT18980:HTR28	282380	Pcanescens.IBT18980_JAQJZO010000003:0-399227	399227	116847	0.292683
DUF3435	IPR021842	IBT18980:HTR29	22455.5	Pcanescens.IBT18980_JAQJZO010000004:0-429171	429171	22455.5	0.052323
DUF3435	IPR021842	IBT18980:HTR29	51067	Pcanescens.IBT18980_JAQJZO010000004:0-429171	429171	51067	0.11899
DUF3723	IPR022198	IBT18980:HTR29	141250	Pcanescens.IBT18980_JAQJZO010000004:0-429171	429171	141250	0.329123
DUF3435	IPR011010,IPR013087,IPR021842	IBT18980:HTR30	198317	Pcanescens.IBT18980_JAQJZO010000005:0-1628515	1628515	198317	0.121778
MYB/SANT	IPR001005,IPR009057	IBT18980:HTR30	261132	Pcanescens.IBT18980_JAQJZO010000005:0-1628515	1628515	261132	0.16035
MYB/SANT	IPR001005,IPR009057	IBT18980:HTR30	442907	Pcanescens.IBT18980_JAQJZO010000005:0-1628515	1628515	442907	0.27197
DUF3723	IPR022198	IBT18980:HTR30	910844	Pcanescens.IBT18980_JAQJZO010000005:0-1628515	1628515	717671	0.44069
DUF3723	IPR022198	IBT18980:HTR30	1.23537e+06	Pcanescens.IBT18980_JAQJZO010000005:0-1628515	1628515	393145	0.241413
DUF3435	IPR013087,IPR021842	IBT18980:HTR30	1555532	Pcanescens.IBT18980_JAQJZO010000005:0-1628515	1628515	72983	0.0448157
DUF3723	IPR022198	IBT18980:HTR31	380106	Pcanescens.IBT18980_JAQJZO010000006:0-1113305	1113305	380106	0.341421
MYB/SANT	IPR001005,IPR009057	IBT18980:HTR32	35151.5	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	35151.5	0.0093241
DUF3723	IPR022198	IBT18980:HTR32	684824	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	684824	0.181653
DUF3435	IPR013087,IPR021842	IBT18980:HTR32	859101	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	859101	0.227881
DUF3723	IPR022198	IBT18980:HTR32	1119603	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	1119603	0.29698
DUF3723	IPR022198	IBT18980:HTR32	1.12085e+06	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	1.12085e+06	0.297311
DUF3435	IPR011010,IPR013762,IPR021842	IBT18980:HTR32	1.17393e+06	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	1.17393e+06	0.31139
MYB/SANT	IPR001005,IPR009057	IBT18980:HTR32	1.34181e+06	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	1.34181e+06	0.355921
DUF3723	IPR022198	IBT18980:HTR32	1383218	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	1383218	0.366905
DUF3723	IPR022198	IBT18980:HTR32	1384622	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	1384622	0.367277
DUF3723	IPR022198	IBT18980:HTR32	1.38694e+06	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	1.38694e+06	0.367892
DUF3723	IPR022198	IBT18980:HTR32	1620105	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	1620105	0.42974
MYB/SANT	IPR001005,IPR009057	IBT18980:HTR32	1758431	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	1758431	0.466432
DUF3723	IPR022198	IBT18980:HTR32	1906599	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	1863363	0.494266
MYB/SANT	IPR001005,IPR009057	IBT18980:HTR32	2.08195e+06	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	1688012	0.447753
DUF3435	IPR013087,IPR021842	IBT18980:HTR32	2.50628e+06	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	1263682	0.335198
DUF3435	IPR021842	IBT18980:HTR32	2.91442e+06	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	855542	0.226937
DUF3723	IPR022198	IBT18980:HTR32	2931423	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	838539	0.222426
DUF3723	IPR022198	IBT18980:HTR32	3.19775e+06	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	572212	0.151782
DUF3435	IPR011010,IPR013087,IPR021842	IBT18980:HTR32	3.23174e+06	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	538222	0.142766
DUF3723	IPR022198	IBT18980:HTR32	3.26907e+06	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	500892	0.132864
DUF3723	IPR022198	IBT18980:HTR32	3404402	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	365560	0.0969665
DUF3435	IPR011010,IPR013087,IPR021842	IBT18980:HTR32	3.61415e+06	Pcanescens.IBT18980_JAQJZO010000007:0-3769962	3769962	155812	0.0413299
DUF3723	IPR022198	IBT18980:HTR33	65732	Pcanescens.IBT18980_JAQJZO010000008:0-283859	283859	65732	0.231566
DUF3723	IPR022198	IBT18980:HTR33	221968	Pcanescens.IBT18980_JAQJZO010000008:0-283859	283859	61891	0.218034
DUF3723	IPR022198	IBT18980:HTR34	11838.5	Pcanescens.IBT18980_JAQJZO010000009:0-492000	492000	11838.5	0.024062
DUF3723	IPR022198	IBT18980:HTR34	140175	Pcanescens.IBT18980_JAQJZO010000009:0-492000	492000	140175	0.284909
DUF3435	IPR011010,IPR013087,IPR021842	IBT18980:HTR34	451090	Pcanescens.IBT18980_JAQJZO010000009:0-492000	492000	40910	0.0831504
MYB/SANT	IPR001005,IPR009057	IBT18980:HTR37	129570	Pcanescens.IBT18980_JAQJZO010000009:1017000-1330779	313779	129570	0.412934
DUF3723	IPR022198	IBT18980:HTR37	181228	Pcanescens.IBT18980_JAQJZO010000009:1017000-1330779	313779	132551	0.422434
DUF3723	IPR022198	IBT18980:HTR38	24841.5	Pcanescens.IBT18980_JAQJZO010000010:0-836707	836707	24841.5	0.0296896
DUF3723	IPR022198	IBT18980:HTR38	60071	Pcanescens.IBT18980_JAQJZO010000010:0-836707	836707	60071	0.0717945
DUF3435	IPR021842	IBT18980:HTR38	147530	Pcanescens.IBT18980_JAQJZO010000010:0-836707	836707	147530	0.176322
DUF3435	IPR011010,IPR013087,IPR021842	IBT18980:HTR38	503222	Pcanescens.IBT18980_JAQJZO010000010:0-836707	836707	333485	0.398568
DUF3723	IPR022198	IBT18980:HTR39	242350	Pcanescens.IBT18980_JAQJZO010000011:0-640321	640321	242350	0.378482
DUF3723	IPR022198	IBT18980:HTR39	513687	Pcanescens.IBT18980_JAQJZO010000011:0-640321	640321	126634	0.197766
DUF3435	IPR011010,IPR013087,IPR021842	IBT18980:HTR39	611761	Pcanescens.IBT18980_JAQJZO010000011:0-640321	640321	28560	0.0446026
DUF3723	IPR022198	IBT18980:HTR40	43224.5	Pcanescens.IBT18980_JAQJZO010000012:0-78177	78177	34952.5	0.447094
MYB/SANT	IPR001005,IPR009057	IBT18980:HTR40	72989.5	Pcanescens.IBT18980_JAQJZO010000012:0-78177	78177	5187.5	0.0663558
DUF3435	IPR021842	IBT18980:HTR41	51492.5	Pcanescens.IBT18980_JAQJZO010000013:0-134000	134000	51492.5	0.384272
DUF3435	IPR021842	IBT18980:HTR58	3034	Pcanescens.IBT18980_JAQJZO010000014:2167000-2532000	365000	3034	0.00831233
DUF3723	IPR022198	IBT18980:HTR58	45316.5	Pcanescens.IBT18980_JAQJZO010000014:2167000-2532000	365000	45316.5	0.124155
DUF3723	IPR022198	IBT18980:HTR58	189370	Pcanescens.IBT18980_JAQJZO010000014:2167000-2532000	365000	175630	0.481178
DUF3723	IPR022198	IBT18980:HTR78	43247.5	Pcanescens.IBT18980_JAQJZO010000015:2525000-2627000	102000	43247.5	0.423995
DUF3435	IPR021842	IBT18980:HTR78	91608	Pcanescens.IBT18980_JAQJZO010000015:2525000-2627000	102000	10392	0.101882
DUF3435	IPR013087,IPR021842	IBT18980:HTR80	4195	Pcanescens.IBT18980_JAQJZO010000015:3032000-3242000	210000	4195	0.0199762
DUF3723	IPR022198	IBT18980:HTR80	30526.5	Pcanescens.IBT18980_JAQJZO010000015:3032000-3242000	210000	30526.5	0.145364
MYB/SANT	IPR001005,IPR009057	IBT19259:HTR101	30494	Pcanescens.IBT19259_JAQJZP010000009:2429000-2469000	40000	9506	0.23765
MYB/SANT	IPR001005	IBT19259:HTR107	157934	Pcanescens.IBT19259_JAQJZP010000010:856000-1285000	429000	157934	0.368145
DUF3723	IPR022198	IBT19259:HTR107	218904	Pcanescens.IBT19259_JAQJZP010000010:856000-1285000	429000	210096	0.489734
DUF3723	IPR022198	IBT19259:HTR107	222278	Pcanescens.IBT19259_JAQJZP010000010:856000-1285000	429000	206722	0.481869
DUF3435	IPR021842	IBT19259:HTR107	370478	Pcanescens.IBT19259_JAQJZP010000010:856000-1285000	429000	58522	0.136415
DUF3723	IPR022198	IBT19259:HTR109	87100.5	Pcanescens.IBT19259_JAQJZP010000010:1507000-1724000	217000	87100.5	0.401385
DUF3723	IPR022198	IBT19259:HTR109	90475.5	Pcanescens.IBT19259_JAQJZP010000010:1507000-1724000	217000	90475.5	0.416938
DUF3435	IPR021842	IBT19259:HTR109	124836	Pcanescens.IBT19259_JAQJZP010000010:1507000-1724000	217000	92164	0.424719
DUF3435	IPR011010,IPR021842	IBT19259:HTR18	117387	Pcanescens.IBT19259_JAQJZP010000001:4749000-5016415	267415	117387	0.438969
DUF3435	IPR021842	IBT19259:HTR18	118763	Pcanescens.IBT19259_JAQJZP010000001:4749000-5016415	267415	118763	0.444115
DUF3435	IPR011010,IPR021842	IBT19259:HTR4	3216	Pcanescens.IBT19259_JAQJZP010000001:982000-1055000	73000	3216	0.0440548
MYB/SANT	IPR001005	IBT31339:HTR58	2702.5	Pantarcticum.IBT31339_JAPZBM010000006:1040000-1162000	122000	2702.5	0.0221516
DUF3435	IPR013087,IPR021842	IBT31339:HTR58	51567.5	Pantarcticum.IBT31339_JAPZBM010000006:1040000-1162000	122000	51567.5	0.422684
DUF3723	IPR022198	IBT31339:HTR66	92938	Pantarcticum.IBT31339_JAPZBM010000006:2801000-2951000	150000	57062	0.380413
DUF3435	IPR021842	IBT31339:HTR66	98236	Pantarcticum.IBT31339_JAPZBM010000006:2801000-2951000	150000	51764	0.345093
DUF3435	IPR021842	IBT31339:HTR68	938314	Pantarcticum.IBT31339_JAPZBM010000007:0-1127309	1127309	188995	0.167651
DUF3435	IPR011010,IPR013762,IPR021842	IBT31339:HTR93	189658	Pantarcticum.IBT31339_JAPZBM010000010:0-990887	990887	189658	0.191402
DUF3435	IPR021842	IBT31339:HTR93	212427	Pantarcticum.IBT31339_JAPZBM010000010:0-990887	990887	212427	0.214381
PLP	ENOG503NY7U	CBS134186:HTR1	393730	Pcapsulatum.CBS134186_JPLR01000001:0-535000	535000	141270	0.264056
PLP	ENOG503NY7U	IBT15449:HTR9	79686	Pcanescens.IBT15449_JAQJZM010000005:1948000-2066000	118000	38314	0.324695
PLP	ENOG503NY7U	ATCC48735:HTR93	100982	Pcapsulatum.ATCC48735_JPLQ01000053:0-431000	431000	100982	0.234297
PLP	ENOG503NY7U	IBT15451:HTR42	250758	Pcanescens.IBT15451_JAQJZN010000003:4007000-4914000	907000	250758	0.27647
CRG	ENOG503P5Q6	IBT15451:HTR42	310766	Pcanescens.IBT15451_JAQJZN010000003:4007000-4914000	907000	310766	0.342631
CRG	ENOG503P5Q6	IBT15451:HTR42	322776	Pcanescens.IBT15451_JAQJZN010000003:4007000-4914000	907000	322776	0.355872
CRG	ENOG503P5Q6	IBT15451:HTR42	656232	Pcanescens.IBT15451_JAQJZN010000003:4007000-4914000	907000	250768	0.276481
CRG	ENOG503P5Q6	IBT15451:HTR42	660110	Pcanescens.IBT15451_JAQJZN010000003:4007000-4914000	907000	246890	0.272205
PLP	ENOG503NY7U	IBT15451:HTR42	755383	Pcanescens.IBT15451_JAQJZN010000003:4007000-4914000	907000	151617	0.167163
PLP	ENOG503NY7U	IBT15450:HTR61	189965	Pcanescens.IBT15450_JAQJZL010000009:3434000-3723000	289000	99035	0.342682
PLP	ENOG503NY7U	IBT15451:HTR52	79649	Pcanescens.IBT15451_JAQJZN010000004:2002000-2120000	118000	38351	0.325008
CRG	ENOG503P5Q6	IBT15451:HTR118	203934	Pcanescens.IBT15451_JAQJZN010000012:0-854200	854200	203934	0.238743
CRG	ENOG503P5Q6	IBT15451:HTR118	207826	Pcanescens.IBT15451_JAQJZN010000012:0-854200	854200	207826	0.243299
CRG	ENOG503P5Q6	IBT15451:HTR118	408877	Pcanescens.IBT15451_JAQJZN010000012:0-854200	854200	408877	0.478667
CRG	ENOG503P5Q6	IBT15451:HTR118	412786	Pcanescens.IBT15451_JAQJZN010000012:0-854200	854200	412786	0.483243
CRG	ENOG503P5Q6	IBT15451:HTR118	760324	Pcanescens.IBT15451_JAQJZN010000012:0-854200	854200	93876	0.109899
CRG	ENOG503P5Q6	IBT15451:HTR118	764148	Pcanescens.IBT15451_JAQJZN010000012:0-854200	854200	90052	0.105423
PLP	ENOG503NY7U	IBT15452:HTR81	78847	Pcanescens.IBT15452_JAQKAC010000012:1553000-1670000	117000	38153	0.326094
PLP	ENOG503NY7U	IBT13549:HTR11	51222.5	Pcanescens.IBT13549_JAQJZW010000001:4750000-4861000	111000	51222.5	0.461464
PLP	ENOG503NY7U	IBT13549:HTR11	52814.5	Pcanescens.IBT13549_JAQJZW010000001:4750000-4861000	111000	52814.5	0.475806
PLP	ENOG503NY7U	IBT15451:HTR31	189389	Pcanescens.IBT15451_JAQJZN010000003:1144000-1518000	374000	184611	0.493612
PLP	ENOG503NY7U	IBT15452:HTR114	30920.5	Pcanescens.IBT15452_JAQKAC010000020:0-117000	117000	30920.5	0.264278
PLP	ENOG503NY7U	ATCC48735:HTR64	206208	Pcapsulatum.ATCC48735_JPLQ01000030:0-208419	208419	2211	0.0106084
PLP	ENOG503NY7U	ATCC48735:HTR64	207892	Pcapsulatum.ATCC48735_JPLQ01000030:0-208419	208419	527	0.00252856
PLP	ENOG503NY7U	IBT15449:HTR89	161037	Pcanescens.IBT15449_JAQJZM010000019:0-444000	444000	161037	0.362696
PLP	ENOG503NY7U	ATCC48735:HTR55	48191	Pcapsulatum.ATCC48735_JPLQ01000028:399000-517000	118000	48191	0.408398
CRG	ENOG503P5Q6	IBT15450:HTR60	443523	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	443523	0.134198
CRG	ENOG503P5Q6	IBT15450:HTR60	447359	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	447359	0.135358
PLP	ENOG503NY7U	IBT15450:HTR60	906706	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	906706	0.274344
CRG	ENOG503P5Q6	IBT15450:HTR60	1.20437e+06	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	1.20437e+06	0.364408
CRG	ENOG503P5Q6	IBT15450:HTR60	1208283	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	1208283	0.365592
CRG	ENOG503P5Q6	IBT15450:HTR60	2.01221e+06	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	1292790	0.391162
CRG	ENOG503P5Q6	IBT15450:HTR60	2016123	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	1288877	0.389978
PLP	ENOG503NY7U	IBT15450:HTR60	2343583	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	961417	0.290898
PLP	ENOG503NY7U	IBT15450:HTR60	2.36202e+06	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	942980	0.285319
CRG	ENOG503P5Q6	IBT15450:HTR60	2449369	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	855631	0.25889
CRG	ENOG503P5Q6	IBT15450:HTR60	2.45328e+06	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	851720	0.257707
PLP	ENOG503NY7U	IBT15450:HTR60	2.61782e+06	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	687180	0.207921
CRG	ENOG503P5Q6	IBT15450:HTR60	2677834	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	627166	0.189763
CRG	ENOG503P5Q6	IBT15450:HTR60	2.68984e+06	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	615160	0.18613
CRG	ENOG503P5Q6	IBT15450:HTR60	3023315	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	281685	0.08523
CRG	ENOG503P5Q6	IBT15450:HTR60	3027194	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	277806	0.0840563
PLP	ENOG503NY7U	IBT15450:HTR60	3.12246e+06	Pcanescens.IBT15450_JAQJZL010000009:0-3305000	3305000	182540	0.0552315
CRG	ENOG503P5Q6	IBT18980:HTR39	15633.5	Pcanescens.IBT18980_JAQJZO010000011:0-640321	640321	15633.5	0.0244151
CRG	ENOG503P5Q6	IBT18980:HTR39	19445.5	Pcanescens.IBT18980_JAQJZO010000011:0-640321	640321	19445.5	0.0303684
PLP	ENOG503NY7U	IBT18980:HTR34	22047	Pcanescens.IBT18980_JAQJZO010000009:0-492000	492000	22047	0.044811
PLP	ENOG503NY7U	IBT18980:HTR34	155704	Pcanescens.IBT18980_JAQJZO010000009:0-492000	492000	155704	0.316472
PLP	ENOG503NY7U	IBT18980:HTR37	170965	Pcanescens.IBT18980_JAQJZO010000009:1017000-1330779	313779	142814	0.455142
CRG	ENOG503P5Q6	IBT18980:HTR37	298770	Pcanescens.IBT18980_JAQJZO010000009:1017000-1330779	313779	15009	0.047833
CRG	ENOG503P5Q6	IBT18980:HTR37	302580	Pcanescens.IBT18980_JAQJZO010000009:1017000-1330779	313779	11199	0.0356907
PLP	ENOG503NY7U	IBT18980:HTR39	252595	Pcanescens.IBT18980_JAQJZO010000011:0-640321	640321	252595	0.394482
CRG	ENOG503P5Q6	IBT13549:HTR38	12455.5	Pcanescens.IBT13549_JAQJZW010000004:0-632341	632341	12455.5	0.0196974
CRG	ENOG503P5Q6	IBT13549:HTR38	16365	Pcanescens.IBT13549_JAQJZW010000004:0-632341	632341	16365	0.02588
CRG	ENOG503P5Q6	IBT13549:HTR38	215412	Pcanescens.IBT13549_JAQJZW010000004:0-632341	632341	215412	0.340658
CRG	ENOG503P5Q6	IBT13549:HTR38	219305	Pcanescens.IBT13549_JAQJZW010000004:0-632341	632341	219305	0.346814
